TweetId,UserName,ScreenName,UserID,TweetText,Reply,Retweet,Empty,Like,Empty,Tweeted On,Tag,Link,Tweeted Datetime,Lat,Long
"815682758190084096","Not The Island","badgalmawmaw","524041061","I miss the Danube #35mm @ Budapest, Hungary https://www.instagram.com/p/BOvPb2rhe2i/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/badgalmawmaw/status/815682758190084096,"2:14 PM - 1 Jan 2017",47.50767,19.06537
"815681123258920961","saci","sacimetzger","306443414","szülinapos blzsvzhny #birthday #2017  @ Belgrád Rakpart https://www.instagram.com/p/BOvOsYeAUPj/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/sacimetzger/status/815681123258920961,"2:08 PM - 1 Jan 2017",47.50767,19.06537
"815680156455043072","Krishna Saha","Krishna_du","233134607","Billiard time though! ;) @ Stiffler Bar https://www.instagram.com/p/BOvOQSQgTmkB-ySOBiVnQvGkxmnJ3F_-yzT7Rs0/ …","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Krishna_du/status/815680156455043072,"2:04 PM - 1 Jan 2017",47.50767,19.06537
"815679553934766080","m carrete","carretinho","318914092","#ice #cold #building #margarita #traveler #traveling #travelling #travelgram #hungary @ Margaret… https://www.instagram.com/p/BOvN-oDB3Tz/ ","","","","1","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/carretinho/status/815679553934766080,"2:02 PM - 1 Jan 2017",47.50767,19.06537
"815678504343773184","Rachel Bray","rachelbrayyy","346011770","2016 will be a hard one to beat  @ Budapest, Hungary https://www.instagram.com/p/BOvNgB4hJtM/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/rachelbrayyy/status/815678504343773184,"1:58 PM - 1 Jan 2017",47.50767,19.06537
"815677280856981504","Julay.","SoJulay","213691794","Budapest tu m'manques déjà @ Széchenyi thermal bath https://www.instagram.com/p/BOvMja-jI3U/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/SoJulay/status/815677280856981504,"1:53 PM - 1 Jan 2017",47.50767,19.06537
"815677208387788800","Tixi","nicotixi","382424304","Budapest metro #tixi #tixilife #djlife #trip #journey #vacation #night #train #metro #budapest @… https://www.instagram.com/p/BOvM6fLA99X/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/nicotixi/status/815677208387788800,"1:52 PM - 1 Jan 2017",47.50767,19.06537
"815676358818820096","♛","AoifeRobinson","124496312","The lady in the van. @ Budapest, Hungary https://www.instagram.com/p/BOvMhm7h9vc/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/AoifeRobinson/status/815676358818820096,"1:49 PM - 1 Jan 2017",47.50767,19.06537
"815673518553792513","Gatoelha","LaNoButeco","56198131","Ah Budapeste  @ Fisherman's Bastion https://www.instagram.com/p/BOvLN1Sgsgg/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/LaNoButeco/status/815673518553792513,"1:38 PM - 1 Jan 2017",47.50767,19.06537
"815672572171915264","Ricardo Király","DJ_Ricardo9","235601594","I'm at Andris's Home in Budapest","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/DJ_Ricardo9/status/815672572171915264,"1:34 PM - 1 Jan 2017",47.50767,19.06537
"815667772806066176","Adrián Hernández","adrihdezhdez","194166203","Juntos no superamos las dificultades, las pasamos por encima y nos reímos de ellas.. #pelelin… https://www.instagram.com/p/BOvInhMFb93/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/adrihdezhdez/status/815667772806066176,"1:15 PM - 1 Jan 2017",47.50767,19.06537
"815666514569400321","Marci Keller","MarciVanSimpson","87011226","Driveclub Playing 
#driveclub #ps4 #game #night #newyear2017 #cars #drivers #happy #like… https://www.instagram.com/p/BOvIDNbDRmJ/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/MarciVanSimpson/status/815666514569400321,"1:10 PM - 1 Jan 2017",47.50767,19.06537
"815665080608194560","hamdi hamed","hamdihamed0405","3825298102","Budapest is the world’s melting pot of Architectural styles. From… https://www.instagram.com/p/BOvHZhmg7xLBO7VJpvl6AlOt0yZxW5kJOPS7E00/ …","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/hamdihamed0405/status/815665080608194560,"1:04 PM - 1 Jan 2017",47.50767,19.06537
"815664254577741824","Andriy Lyubka","AndriyLyubka","2291424119","Сентендре - найзатишніше містечко Угорщини @ Szentendre https://www.instagram.com/p/BOvHBKrlqOn/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/AndriyLyubka/status/815664254577741824,"1:01 PM - 1 Jan 2017",47.50767,19.06537
"815661677324730368","Novák Fanny","novak_fanny","757290004527869956","#acapella #foolmoon #newyear #2017 @ Szentendre https://www.instagram.com/p/BOvF2awD7Tg/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/novak_fanny/status/815661677324730368,"12:51 PM - 1 Jan 2017",47.50767,19.06537
"815661137324810241","Amy Calitz","amy_calitz","1067978118","frost tipped trees in budapest to welcome the new year  sending out light and happiness to… https://www.instagram.com/p/BOvFmqtDI-6/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/amy_calitz/status/815661137324810241,"12:49 PM - 1 Jan 2017",47.50767,19.06537
"815660152158232576","f","wongkar","55800422","Beautiful roof of the Matthias Church! 
•
#matthiaschurch #mátyástemplom #beautifulroof… https://www.instagram.com/p/BOvFKB_jnE3/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/wongkar/status/815660152158232576,"12:45 PM - 1 Jan 2017",47.50767,19.06537
"815658257746247680","Michela Da Prato","Michyninfea","269305261","Abbiamo scalato un colle grazie a un buon vino: abbiamo vinto noi!… https://www.instagram.com/p/BOvES8gAcShGqnce3SMIneYg4dyJZ5p8eMOzWM0/ …","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Michyninfea/status/815658257746247680,"12:37 PM - 1 Jan 2017",47.50767,19.06537
"815658053848694784","Cassidy Slockett","cass1adventures","793221684664950785","Now introducing my travel blog  Check out my post "Budapest on a Budget"  http://goo.gl/43xcFu  @… https://www.instagram.com/p/BOnnyiJAwvx/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/cass1adventures/status/815658053848694784,"12:36 PM - 1 Jan 2017",47.50767,19.06537
"815657821920489474","HomeX","Home_X","35694756","@mergenc @csy +++++","","","","1","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Home_X/status/815657821920489474,"12:35 PM - 1 Jan 2017",47.50767,19.06537
"815657160923168768","Samuel Dan","Samueld_999","2586096366","Joseph Haydn: Die Schöpfung, 1.1.2017
@mupabudapest #haydn #dieschöpfung #oratorio #classical… https://www.instagram.com/p/BOvDLQbBec9/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Samueld_999/status/815657160923168768,"12:33 PM - 1 Jan 2017",47.50767,19.06537
"815654162667098113","Virág","Virag_Timea","513265813","Beauty  #vsco #vscocam #viri #mik #me #virdzsi #virdzsiphotography #photography #bp… https://www.instagram.com/p/BOvCbwuAeOz/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Virag_Timea/status/815654162667098113,"12:21 PM - 1 Jan 2017",47.50767,19.06537
"815652249317871616","Viv","Golyahozza","506095511","I'm at Papp László Budapest Sportaréna in Budapest","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Golyahozza/status/815652249317871616,"12:13 PM - 1 Jan 2017",47.50767,19.06537
"815650484031787009","Monica 卌","ertlll","1048469425","TÚLÉLTEM","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/ertlll/status/815650484031787009,"12:06 PM - 1 Jan 2017",47.50767,19.06537
"815649941083328513","The Thought Control","SashaVK","279043495"," @ Budapest, Hungary https://www.instagram.com/p/BOvAgpxlhA1/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/SashaVK/status/815649941083328513,"12:04 PM - 1 Jan 2017",47.50767,19.06537
"815649469135917057","tøny-trøublegang","TonyFlunkey","227435004","Hodne stesti v novem roce, vy opilci!  #budapest @ Budapest, Hungary https://www.instagram.com/p/BOvATB5hmdx/ ","","","","3","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/TonyFlunkey/status/815649469135917057,"12:02 PM - 1 Jan 2017",47.50767,19.06537
"815649016629313536","hirondelle ✨","xmakemeshine","331134432","Welcoming 2017 in the best way with my ladies #myloves #budapest #parliament #lights #buek… https://www.instagram.com/p/BOvAF9mgAhP/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/xmakemeshine/status/815649016629313536,"12:00 PM - 1 Jan 2017",47.50767,19.06537
"815647663047766017","Nova Homes Budapest","RamziHawa","25386701","#brand #new #flats #forsale #downtown #budapest #hungary #apartment #ingatlan #viii @ Kőfaragó utca https://www.instagram.com/p/BOu_eaIDSXV/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/RamziHawa/status/815647663047766017,"11:55 AM - 1 Jan 2017",47.50767,19.06537
"815646871486156801","Mehmet Tarlabölen","mtarlabolen","402572653","Sibel (@ Pointer Pub in Budapest, Budapest főváros) https://www.swarmapp.com/c/cJaLoc7GBXS ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/mtarlabolen/status/815646871486156801,"11:52 AM - 1 Jan 2017",47.50767,19.06537
"815646288515502080","Cristina","Cristina89_ITA","42597965","Compagne di viaggio  #budapest #budapest2016 #trip #viaggio #minivacanza #noi #amiche… https://www.instagram.com/p/BOu-2dtBpR9/ ","1","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Cristina89_ITA/status/815646288515502080,"11:50 AM - 1 Jan 2017",47.50767,19.06537
"815645067641647104","KIX","jf_kiko_ramos","142973880","#budapest #hungary #newyear #day1of366 @ Budapest, Hungary https://www.instagram.com/p/BOu-S3lh2zt/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/jf_kiko_ramos/status/815645067641647104,"11:45 AM - 1 Jan 2017",47.50767,19.06537
"815643288703303681","The Thought Control","SashaVK","279043495"," @ Vörösmarty tér https://www.instagram.com/p/BOu9fBxFVmV/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/SashaVK/status/815643288703303681,"11:38 AM - 1 Jan 2017",47.50767,19.06537
"815642902193958912","jihes","Jihes","70053","#Budapest (@ Araz Restaurant in Budapest, Hungary) https://www.swarmapp.com/c/kw7XvjWdiKN ","","","","1","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Jihes/status/815642902193958912,"11:36 AM - 1 Jan 2017",47.50767,19.06537
"815640985090654208","Tumbász Ani","Panka80","276132168","Újévi séta a futóutunkon, a Duna parton :) @ Hárosi Dunapart https://www.instagram.com/p/BOu8cAhhAo6/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Panka80/status/815640985090654208,"11:28 AM - 1 Jan 2017",47.50767,19.06537
"815640586376118272","The Thought Control","SashaVK","279043495","Wonderful confisserie in Budapest @ Café Gerbeaud https://www.instagram.com/p/BOu8QTSlvRP/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/SashaVK/status/815640586376118272,"11:27 AM - 1 Jan 2017",47.50767,19.06537
"815638831378690048","Erika.","erika_flu","99756142"," @ Budapest, Hungary https://www.instagram.com/p/BOu7dhljI2JS2SWYfVJmYnFQuH4hyokFbsU6jw0/ …","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/erika_flu/status/815638831378690048,"11:20 AM - 1 Jan 2017",47.50767,19.06537
"815638388728561670","Zsanett","xnuffx","788246732949905408","Just posted a photo @ Duna, Budapest https://www.instagram.com/p/BOu7NwigDh7/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/xnuffx/status/815638388728561670,"11:18 AM - 1 Jan 2017",47.50767,19.06537
"815638335628734464","desfacedordentuertos","er_piro","398686071","Primeras horas de #2017 con #fuego #amigos #personas. #calor #naranja #juanllorens #empezamos… https://www.instagram.com/p/BOu7PGMjHuj/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/er_piro/status/815638335628734464,"11:18 AM - 1 Jan 2017",47.50767,19.06537
"815638273527783425","David Karacsony","davidkaracsony","624880467"," underclasshero_  @ Budapest, Hungary https://www.instagram.com/p/BOu7NSsAC33/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/davidkaracsony/status/815638273527783425,"11:18 AM - 1 Jan 2017",47.50767,19.06537
"815637684064579584","Laura Edgar","lauraedgar1","148003793","Budapest, it was a blast. #NYE #NewYearsEve #NewYear #Budapest #2016 #2017 #cold #drinks @… https://www.instagram.com/p/BOu68ETDF-T/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/lauraedgar1/status/815637684064579584,"11:15 AM - 1 Jan 2017",47.50767,19.06537
"815637299534974976","penjual kasut letupp","ashhsigigibesi","143477348","Alhamdulillah safely arrived at the 4th city!  :Budapest, Hungary (@ Budapest Liszt Ferenc International Airport)","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/ashhsigigibesi/status/815637299534974976,"11:14 AM - 1 Jan 2017",47.50767,19.06537
"815636115063533570","MsBonVivantSG","MsBonVivantSG","20022054","Yours truly at costes_downtown for New Year's Day Lunch • This restaurant, located inside… https://www.instagram.com/p/BOu6OfODsaV/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/MsBonVivantSG/status/815636115063533570,"11:09 AM - 1 Jan 2017",47.50767,19.06537
"815635691665293313","Patrycia Schweiß","photellingimage","754589881830170624","The moment I fell in love with Budapest, Hungary 

      .
      .
      .
      .
      .… https://www.instagram.com/p/BOu6CJPDHUV/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/photellingimage/status/815635691665293313,"11:07 AM - 1 Jan 2017",47.50767,19.06537
"815632909914832897","Claudia Schumacher","claudiachilli","142977503","I'm at Corso Restaurant in Budapest","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/claudiachilli/status/815632909914832897,"10:56 AM - 1 Jan 2017",47.50767,19.06537
"815632756055166976","MsBonVivantSG","MsBonVivantSG","20022054","The beautiful costes_downtown who bagged the coveted Michelin star after only a year in… https://www.instagram.com/p/BOu4spUDJf3/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/MsBonVivantSG/status/815632756055166976,"10:56 AM - 1 Jan 2017",47.50767,19.06537
"815632586533965825","AİN","ardaislamnamaz","133054055","I'm at Spíler in Budapest w/ @anlelci","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/ardaislamnamaz/status/815632586533965825,"10:55 AM - 1 Jan 2017",47.50767,19.06537
"815632091694108672","Julay.","SoJulay","213691794"," @ Danube River, Budapest, Hungary https://www.instagram.com/p/BOu4UdbDmWw/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/SoJulay/status/815632091694108672,"10:53 AM - 1 Jan 2017",47.50767,19.06537
"815631845165404160","makosbejgli","makosbejgli","107439857","365 project - 1 day: bowling with friends  #365project #365project2017 @ Mammut Bowling Club https://www.instagram.com/p/BOu4R_lBP4A/ ","1","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/makosbejgli/status/815631845165404160,"10:52 AM - 1 Jan 2017",47.50767,19.06537
"815631585101967365","Monostori Ernő","moyirto","35756296","I'm at 2nd Monostori Residency in Paty, Pest","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/moyirto/status/815631585101967365,"10:51 AM - 1 Jan 2017",47.50767,19.06537
"815631349302165506","Bence Földi","benfoldi","398410054","#Istvántelek | #blackandwhite | #belépnitilos | #winter @ Istvántelek Vasútállomás https://www.instagram.com/p/BOu4DqeBm9P/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/benfoldi/status/815631349302165506,"10:50 AM - 1 Jan 2017",47.50767,19.06537
"815631265697320962","Anton Buijs","antonbuijs","116797328","Budapest's famous chain bridge appears in the fog on New Year's Day 2017. @ Chain Bridge https://www.instagram.com/p/BOu4BWSgb0b/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/antonbuijs/status/815631265697320962,"10:50 AM - 1 Jan 2017",47.50767,19.06537
"815630411560783872","a g n e s","Cold_Damnation","503200059","Partying and drinking with father  #lol #father #metalhead #metalgirl #selfie… https://www.instagram.com/p/BOu3obcj2P_/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Cold_Damnation/status/815630411560783872,"10:46 AM - 1 Jan 2017",47.50767,19.06537
"815630082295427072","a g n e s","Cold_Damnation","503200059","Spent the new year's eve with my silent friend who can purring and has a black fluff, at home,… https://www.instagram.com/p/BOu3e5Mjqc3/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Cold_Damnation/status/815630082295427072,"10:45 AM - 1 Jan 2017",47.50767,19.06537
"815629565041213442","a g n e s","Cold_Damnation","503200059","1st pic of me in 2017. Yeah, I wish to EVERYONE, to MY EVERY FRIEND happy new year 2017, in love… https://www.instagram.com/p/BOu3P0XDxw6/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Cold_Damnation/status/815629565041213442,"10:43 AM - 1 Jan 2017",47.50767,19.06537
"815627740024016896","Nikky","imNikkyK","498952611","#newyear #2017 #buek #champagne @ Göd https://www.instagram.com/p/BOu2axmgSnw8QSNTN5dAa4GHj2-L3r5hQyBsH80/ …","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/imNikkyK/status/815627740024016896,"10:36 AM - 1 Jan 2017",47.50767,19.06537
"815626673915707396","tesztmotor.hu","tesztmotor_hu","113332580","2017 első napilike-ja :) @ MotoPartsShop.hu https://www.instagram.com/p/BOu17ilBKFR/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/tesztmotor_hu/status/815626673915707396,"10:32 AM - 1 Jan 2017",47.50767,19.06537
"815626645470056448","Nickee1","n_skullplant","594557346","Oysters de luxe. Yummie #budapest #bigfish @ Big Fish https://www.instagram.com/p/BOu166ggt5e/ ","","","","2","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/n_skullplant/status/815626645470056448,"10:32 AM - 1 Jan 2017",47.50767,19.06537
"815626412472332288","Kristóf Szabó","Kristofus97","1460254980","Boldog Új évet mindenkinek. :D :D @ SHOT Cafe & Bar https://www.instagram.com/p/BOu1zmXFU9a/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/Kristofus97/status/815626412472332288,"10:31 AM - 1 Jan 2017",47.50767,19.06537
"815625059826094082","Aron Cohen","cohenaron","15955611","An absolutely excellent collection","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/cohenaron/status/815625059826094082,"10:25 AM - 1 Jan 2017",47.50767,19.06537
"815623974717489152","Mariann Radi","MariannRadi","1479481302","A 2017-es év első edzése :-)! Nyár óta nem csináltam #overheadsquat-ot, meg is látszik, az… https://www.instagram.com/p/BOu0tAtBXTf/ ","","","","","","Jan 1",geocode%3A47.50767%2C19.06537%2C30km%20since:2017-01-01%20until:2017-01-02&f=tweets,https://twitter.com/MariannRadi/status/815623974717489152,"10:21 AM - 1 Jan 2017",47.50767,19.06537
